Date,Close,High,Low,Open,Volume
2019-01-02,102.2628173828125,103.33816359306627,100.19776872877843,101.5586086814254,1802100
2019-01-03,96.8194351196289,101.82504202203707,96.65765875797914,101.2064772305697,3344300
2019-01-04,102.59586334228516,102.70054387138974,98.15172546268418,98.15172546268418,3045300
2019-01-07,102.78621673583984,103.61413549248952,100.82584144149946,102.21523653046592,1529000
2019-01-08,104.45157623291016,104.74658108889842,102.60539994868348,103.59510232474278,1631100
2019-01-09,103.91865539550781,105.18433310447584,103.33815681501592,104.61335291754806,2750100
2019-01-10,104.72755432128906,105.79338209250382,102.77669743797937,103.08122069552746,1682900
2019-01-11,104.12800598144531,104.15655389884921,102.13909029130743,103.9852591340196,1819700
2019-01-14,102.90039825439453,103.82348633774733,102.61491181011645,103.37621625526451,1411400
2019-01-15,104.85125732421875,104.90835316227933,102.33893880386016,103.04314742809835,1788100
2019-01-16,103.99475860595703,105.98368119463927,103.81394548142093,104.55622750090362,2817100
2019-01-17,103.2239761352539,104.57529774909877,102.9480007757378,103.53801781267649,2143900
2019-01-18,103.7759017944336,104.4896287469114,103.0241085332416,104.4896287469114,2361200
2019-01-22,102.0724868774414,103.58558474339512,100.89245292342201,103.45235627445858,2799300
2019-01-23,102.8623275756836,103.12879174359854,101.42536250156051,102.25328114126181,1660300
2019-01-24,103.00507354736328,103.6807342029253,102.20570283162436,102.8337787853612,769200
2019-01-25,104.53719329833984,104.6133259063813,102.59585535571337,103.89959904190414,1587700
2019-01-28,105.18433380126953,105.4793386600483,103.48090436235894,103.83301232249366,1355500
2019-01-29,105.74579620361328,105.9551500273859,104.66093173141802,105.12723134410385,1186700
2019-01-30,108.14391326904297,108.27714172674428,105.6506243627353,106.345321829669,2514400
2019-01-31,108.99089050292969,109.4667085927952,107.23036502250885,108.10586856536351,2281100
2019-02-01,109.0289306640625,109.62845869971248,108.49601685459584,109.23829173504043,1540800
2019-02-04,110.05670166015625,110.094767970301,108.89570461216309,109.13361360526312,1070200
2019-02-05,111.25577545166016,111.34141921221267,110.1709036618129,110.36123523038566,1448900
2019-02-06,111.5983657836914,112.05515432072461,111.02738555770553,111.12254771863526,1555800
2019-02-07,109.93299102783203,111.17963916462605,109.2097528722827,110.78946490720017,1360000
2019-02-08,109.89492797851562,109.92347589672173,109.03845413030044,109.03845413030044,1381300
2019-02-11,110.05670166015625,111.04640394270113,109.87588850207021,110.25654434311153,1022200
2019-02-12,109.19071197509766,111.12253188225138,108.95280297647466,110.77994960380819,2374500
2019-02-13,113.11145782470703,113.82518483911815,110.32316399799132,110.38977822892008,2296100
2019-02-14,112.88304901123047,113.0638548886508,110.99880680243001,112.42626060108307,1785400
2019-02-15,115.1955337524414,115.71892916461209,113.06386401358891,114.00598882422705,2012900
