Date,Close,High,Low,Open,Volume
2019-01-02,12.658281326293945,12.781843935529478,12.209795788560749,12.215287052740102,17126000
2019-01-03,12.047792434692383,12.479803332945734,12.022164787897863,12.374546677075024,21111000
2019-01-04,12.636314392089844,12.652789930208543,12.205219171399756,12.272949999496207,21270000
2019-01-07,12.748893737792969,12.911813462123497,12.574991485098593,12.673841223382816,13940000
2019-01-08,12.53288745880127,12.856895591405335,12.206134130728936,12.834928790402325,27463000
2019-01-09,13.179986000061035,13.241309903791471,12.656448065409277,12.695805171598185,33367000
2019-01-10,13.232158660888672,13.323686705020071,12.94110073749244,13.096697888790144,20094000
2019-01-11,13.190058708190918,13.460980300739703,13.079309912144147,13.17541446292163,22813000
2019-01-14,12.853238105773926,13.026225617757019,12.68848792809929,13.01981870519751,32391000
2019-01-15,12.813878059387207,13.02988348825238,12.711366608948538,12.934694596015106,14539000
2019-01-16,12.699468612670898,12.974051892384965,12.689400858768872,12.826692062187814,19124000
2019-01-17,12.974967002868652,12.992357315525844,12.50726072828141,12.62807726974139,18445000
2019-01-18,13.504911422729492,13.718170769269555,13.097613461690441,13.115003772519435,37802000
2019-01-22,12.80380916595459,13.411552637661199,12.670178819025871,13.395077974269693,37249000
2019-01-23,12.752554893493652,13.021646921163283,12.592382106638185,12.875202731537586,35068000
2019-01-24,14.754265785217285,14.843962538813585,13.73098521386924,13.752036368077901,134214000
2019-01-25,15.146917343139648,15.26773386696927,14.621548943032579,14.921758958593145,71585000
2019-01-28,15.199090957641602,15.285126871485115,14.552904210947029,14.644432261733336,45139000
2019-01-29,15.101156234741211,15.5569634559046,15.002306496967854,15.49930125434951,34212000
2019-01-30,15.644831657409668,15.791275851971216,15.253093524245152,15.324484327149094,38807000
2019-01-31,15.521265029907227,15.82513761525942,15.363836601272412,15.524011097886584,30481000
2019-02-01,15.813240051269531,15.880055225855598,15.507537889115657,15.57801390609994,28917000
2019-02-04,15.848932266235352,15.921239562784027,15.640248579646213,15.783948398765643,17386000
2019-02-05,15.897443771362305,15.966090236170466,15.715304215570896,15.795847981067414,24743000
2019-02-06,16.209556579589844,16.52349700151824,15.925821167811005,15.956026177960563,33794000
2019-02-07,16.083248138427734,16.172944894681724,15.858089727803796,16.019179026817746,21664000
2019-02-08,16.044809341430664,16.07592738242495,15.710733385477155,15.805005774354147,17042000
2019-02-11,16.1015567779541,16.20040828675617,16.002707014904875,16.07501435177745,16828000
2019-02-12,16.406341552734375,16.48780185823085,16.227862795014232,16.291931913605815,19631000
2019-02-13,16.567424774169922,16.745903466228008,16.409081584617784,16.482303656891663,20281000
2019-02-14,16.59671974182129,16.954593785587136,16.48048055134482,16.48048055134482,20012000
2019-02-15,16.574748992919922,16.763297210822934,16.414576230868505,16.65987012321818,23138000
2019-02-19,16.503358840942383,16.749567516941877,16.495120636110595,16.561021037508173,15516000
2019-02-20,16.677268981933594,16.767880544525138,16.52624738327705,16.58208005503265,21972000
2019-02-21,16.36698341369629,16.73492516161399,16.344101837668326,16.67543166733941,19141000
