Date,Close,High,Low,Open,Volume
2019-01-02,18.941070556640625,19.032795220858507,18.350977374558614,18.577230030060594,15038700
2019-01-03,18.64449119567871,18.898259951556575,18.454927411617586,18.760673870230548,23527200
2019-01-04,19.197900772094727,19.21012979521483,18.5069102302337,18.650610874159174,18543600
2019-01-07,19.093942642211914,19.2835047030581,18.757620091497483,19.08782638257002,18786900
2019-01-08,19.369115829467773,19.62288638296274,19.152034088181743,19.50058742642916,15237900
2019-01-09,19.561737060546875,19.65345996244951,19.30185025664945,19.485299559459136,13292100
2019-01-10,19.778823852539062,19.86749040460004,19.37217991572366,19.509766065439162,16212300
2019-01-11,19.940866470336914,20.047878291019742,19.66569421686823,19.70849929504186,11508600
2019-01-14,19.95615577697754,20.044822323797106,19.78493719530807,19.83691492080696,13431600
2019-01-15,19.90723419189453,20.005073371638005,19.66569437296628,19.956153781766268,12534300
2019-01-16,19.98978042602539,20.078446938287083,19.81856191108853,19.922515572067546,17377500
2019-01-17,19.9011173248291,19.953093289476314,19.304909675152942,19.55562210619298,33753300
2019-01-18,20.59516716003418,20.720524268671245,19.98673039994776,19.992844911478144,23062800
2019-01-22,20.12736701965332,20.561530451742748,20.002011697221093,20.518725384557612,18840900
2019-01-23,19.898061752319336,20.304707378075395,19.604544210106045,20.20381006687612,15826500
2019-01-24,19.888885498046875,20.087621953887687,19.757415653623923,20.04176050231007,21290100
2019-01-25,20.240501403808594,20.469812211067364,19.971441897049402,20.041764904316963,24129000
2019-01-28,20.06010627746582,20.148772802403922,19.87971334810585,19.989783283909812,12826800
2019-01-29,20.00201416015625,20.20992151293818,19.974496238684104,20.13348575801936,13224900
2019-01-30,20.271068572998047,20.38419487150045,19.971434863989515,20.072332143492634,18750900
2019-01-31,20.08761978149414,20.310816003939042,19.98672424903437,20.310816003939042,17815200
2019-02-01,20.240501403808594,20.332226076612624,19.998959823741398,20.063166569853436,13041900
2019-02-04,20.613510131835938,20.625740903027317,20.19463552269616,20.197693652869603,15569100
2019-02-05,20.873395919799805,20.876454050076873,20.347509480300868,20.59822367794696,18077700
2019-02-06,20.818357467651367,20.92536926143786,20.74803623150691,20.815299338013837,16152900
2019-02-07,20.855052947998047,20.9253742007414,20.610453254819774,20.689948898641273,14533200
2019-02-08,21.020160675048828,21.023217056440462,20.68995251856196,20.708297804922964,13010100
2019-02-11,21.16080093383789,21.552159419687193,21.081307034143123,21.09353780690526,18704100
2019-02-12,21.744775772094727,21.775350074283363,21.365648126747356,21.402336939473262,16452000
2019-02-13,21.747835159301758,21.870134134466728,21.63776695640456,21.812043652078092,13932900
2019-02-14,21.900711059570312,21.971032317017595,21.58273371152166,21.613308019150683,9740400
2019-02-15,22.178936004638672,22.206452174938317,21.864015115081337,22.074982334557635,17421600
2019-02-19,22.169763565063477,22.282889876100832,21.77229241151289,21.81509573225521,14123700
2019-02-20,22.396015167236328,22.417416824961045,22.19422061082339,22.19422061082339,11590800
2019-02-21,22.1881103515625,22.441880910917526,22.09944207521364,22.426593759685602,9765900
2019-02-22,22.41436195373535,22.423534593951306,22.20339647727507,22.218683627800917,8269200
2019-02-25,22.26454734802246,22.472456465263793,22.24008930429074,22.46634195433086,15393900
2019-02-26,22.246200561523438,22.392961060507297,22.2064536188933,22.24925869153433,20600400
2019-02-27,22.28914451599121,22.36276672537622,22.105089870174655,22.190981570144533,10802700
2019-02-28,22.292217254638672,22.356636481409346,22.18178304068017,22.233932774395612,15549300
2019-03-01,22.2247257232666,22.500810330160103,22.209387982098956,22.485470833700496,14716500
2019-03-04,22.34130096435547,22.55603291185638,22.144975013564338,22.33516621721636,12433500
2019-03-05,22.227798461914062,22.439462141234408,22.215527213326926,22.3689081665584,11401200
2019-03-06,22.102025985717773,22.21246019925543,21.93330729215917,22.068282247006053,16137300
2019-03-07,22.092823028564453,22.166445252626257,21.96705282618321,22.028403801921908,17881500
2019-03-08,22.016132354736328,22.034538349408596,21.648021237752292,21.924105891959517,16813800
2019-03-11,22.37810707092285,22.381173566039493,21.850480339324534,21.97318402629019,13270500
2019-03-12,22.28914451599121,22.503876398853798,22.166440833682866,22.43025418946879,16727400
2019-03-13,22.691007614135742,22.819846079005927,22.249272474752,22.411854681429606,14249400
2019-03-14,22.393447875976562,22.74622302662064,22.329028645868604,22.727817030791975,12828600
2019-03-15,22.335163116455078,22.608179512106158,22.270743892206532,22.35356911060958,40917900
2019-03-18,22.66032600402832,22.740082966416733,22.34129639918256,22.513081571022585,11989200
2019-03-19,22.37810707092285,22.813705598473927,22.332092091253234,22.712474398492763,13514400
2019-03-20,22.338228225708008,22.592838611404215,22.1971202933928,22.338228225708008,14347800
2019-03-21,22.589771270751953,22.638852746753262,22.163373973287058,22.184848216095155,6540900
2019-03-22,22.243133544921875,22.5498919040984,22.215524555373303,22.5253529204447,9972000
2019-03-25,22.31982421875,22.470138671530787,22.15724378364853,22.15724378364853,8603400
2019-03-26,22.405719757080078,22.574438464782205,22.230868057651872,22.451734747949942,8594700
2019-03-27,22.516149520874023,22.5621627473392,22.2983493695712,22.36890508983496,5966700
2019-03-28,22.832115173339844,22.85052116951113,22.516153763764045,22.562166998899848,9661500
2019-03-29,22.95174789428711,23.056045593326516,22.902666417645968,22.97935512784021,11731200
2019-04-01,23.528459548950195,23.55299853555235,23.046845953390363,23.114333432423248,14290800
2019-04-02,23.36894416809082,23.666501325859056,23.350538172595552,23.59594559489131,10810800
2019-04-03,23.07445526123047,23.49471613014466,23.03457677451913,23.411890905708677,21575700
2019-04-04,22.945613861083984,23.080588814009975,22.88119463547558,23.01616958840157,23358900
2019-04-05,22.829050064086914,23.08365875365355,22.755427830222555,22.933347789904964,13231500
2019-04-08,23.197158813476562,23.233970804214763,22.81370993817937,22.865857918002053,12559200
2019-04-09,22.911869049072266,23.105126702034738,22.73394738261236,23.034572738721145,13069200
2019-04-10,23.028440475463867,23.083656707143746,22.776898304217873,22.954818248126575,7667100
2019-04-11,23.12967300415039,23.163416746332896,22.970157291586958,23.07445676934832,6002100
2019-04-12,23.516185760498047,23.565267238985964,23.172615411082624,23.249304124162414,11161800
2019-04-15,23.273845672607422,23.513116554040465,23.17261446910663,23.4364278440781,11035800
2019-04-16,23.27998161315918,23.40882005674205,23.18181865513563,23.35053558100405,10317000
2019-04-17,24.21559715270996,24.697208929945155,24.141974936662056,24.356706838958132,24583800
2019-04-18,24.22480010986328,24.48861348909703,24.071420932168436,24.48861348909703,18888300
2019-04-22,24.178787231445312,24.313762183370123,23.988597806885426,24.138908747092685,10434300
2019-04-23,24.240142822265625,24.26161531474628,23.991667134325073,24.17572358953121,10312500
2019-04-24,24.332168579101562,24.654266465359218,24.261612851143607,24.261612851143607,11260800
2019-04-25,24.092893600463867,24.246272779306004,23.93644617103389,24.19105655576957,9123300
2019-04-26,24.28615379333496,24.33523527610661,24.120503350157573,24.12663985197324,8909400
2019-04-29,24.347505569458008,24.40579004737477,24.151179646071945,24.258545604835223,8044800
2019-04-30,24.42725944519043,24.488612166129112,24.086755617858525,24.33829949182753,10522800
2019-05-01,24.27388572692871,24.479414667526008,24.20946649641637,24.4027241879534,10839300
2019-05-02,24.20639419555664,24.28921940815639,23.942580815467373,24.23093493427908,8424000
2019-05-03,24.700281143188477,24.76470037315368,24.27388552075941,24.33523649966251,7392000
2019-05-06,24.562232971191406,24.63892167385715,24.25240464442936,24.2708106351859,8652000
2019-05-07,24.010074615478516,24.307631809166725,23.694113179365687,24.29229406283327,16264800
2019-05-08,23.98859977722168,24.26775094591078,23.92724704259141,24.007004017847617,9931800
