Date,Close,High,Low,Open,Volume
2019-01-02,40.00719451904297,40.37024763680188,39.17087433879795,39.30378026265327,1368000
2019-01-03,38.53876876831055,39.780279887357736,38.24703016331091,39.780279887357736,1034100
2019-01-04,39.867801666259766,40.02339583555937,38.58739108287817,39.23570197645533,1251900
2019-01-07,40.32810592651367,40.66846703389235,39.49178582305995,39.87753088452769,1003200
2019-01-08,41.52424621582031,41.585833969237484,40.63606118619094,40.94400737259417,1530000
2019-01-09,41.5436897277832,41.94563860489288,40.95697019880667,41.689557194898065,1471800
2019-01-10,41.514503479003906,41.85810677212156,40.60363052819848,41.439950497252035,1479000
2019-01-11,41.4399528503418,41.90349309832824,40.85322971671941,41.39132666034855,1148700
2019-01-14,40.81757354736328,41.34270525178121,40.61011465815978,40.888888004234175,1539000
2019-01-15,40.798133850097656,41.08987249458051,40.22113733388873,40.966693296304086,1017900
2019-01-16,41.07041549682617,41.53719798741552,40.34430940035386,40.80136887869774,1124400
2019-01-17,42.21468734741211,42.42538850142248,40.76571348828539,41.07366332627022,1719300
2019-01-18,44.28927230834961,44.380036501630585,42.736572848550175,42.7560225835145,1855800
2019-01-22,43.08019256591797,43.6636737078468,41.18712758855635,43.63773948147574,2760600
2019-01-23,42.4448356628418,43.352470206689446,42.00074140389648,43.34274348405319,1070700
2019-01-24,42.652286529541016,42.989409033936276,42.35730572931656,42.752773719908866,1137900
2019-01-25,43.6182746887207,43.85491004777729,42.9407910204013,43.24225635852751,833400
2019-01-28,43.97807693481445,44.136913320239024,43.04451206377778,43.35894259437514,1105800
2019-01-29,44.263336181640625,44.454587556573834,43.80951898251193,44.130434004192125,969900
2019-01-30,45.22285079956055,45.27795777557787,43.871125459864054,44.62316225596876,1502700
2019-01-31,44.062381744384766,45.25851301193717,43.97485976336099,45.25851301193717,1558500
2019-02-01,44.73660659790039,45.10938265572716,44.02995024060918,44.02995024060918,1049100
2019-02-04,45.83226013183594,45.88088262255136,44.29576419955245,44.707439814464585,1258500
2019-02-05,45.94569778442383,46.24067858450296,45.31683672038201,46.036461963599805,1506300
2019-02-06,45.054290771484375,46.347666877381684,44.8986928601468,45.97164848407157,1685400
2019-02-07,46.35090255737305,47.01542098928417,45.566447177166154,45.95867301244067,2864700
2019-02-08,45.94895935058594,46.81445238290345,45.28444078343393,46.39629224442172,1882200
2019-02-11,45.572940826416016,46.54216333065883,45.080223970238386,46.192075428601946,1589400
2019-02-12,45.98784255981445,46.4675902808943,45.56644032879944,46.10777949008442,4778400
2019-02-13,46.67829895019531,47.216395958075736,46.04295697003181,46.04295697003181,2023800
